PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,target,KMeans_Cluster,MeanShift_Cluster,DBSCAN_Cluster,GMM_Cluster,Agg_Cluster,Spectral_Cluster
1.2779304441141799,-0.2569389980874215,-1.4305028573994258,0.3376745597696469,0.14869415954325532,0.07469194572886217,0.244563181962334,0.719626929702571,-0.20358211227859274,1,2,0,0,2,2,0
0.47345567423008905,0.3340045681020327,2.1906254302696277,-1.3184429666012978,1.315834075684815,-0.8356619005098888,0.9196174198946002,1.869165699253084,-0.831050489697593,1,2,0,0,2,1,3
0.8540705584244133,-0.21778112737774613,1.1437896839861765,0.10417311089443837,-0.462969601992325,0.5873967584576247,-0.3894324728984567,0.46791339952488903,0.174017717956982,1,2,0,0,2,2,0
1.1068815119161195,-0.4343701764151592,1.7247283489942906,-1.423517864432672,0.7364715670887381,1.4090651372369694,-0.14028324433487926,-1.2870261152967237,0.5098340685343363,5,0,0,-1,0,0,3
0.8315975810032004,-0.3232166279883659,-0.838306212313079,-0.8260956447194642,-1.5135435486932147,0.751975641920601,0.3179801413336049,-1.7623946953572471,-0.17585227946455945,6,0,0,0,0,2,0
-1.0624481426009682,-3.2729584870201833,-0.8208688859556019,0.3130633619559,-0.12457614754551219,0.24650892305064387,0.541219760438308,-0.6505151636984181,-0.3995182960323,1,0,0,0,1,2,0
0.1412979912004586,-0.9487440847628386,-0.09708485854824249,-0.5941153272471266,1.3060053888155507,-0.7575712340360191,0.43635211945306307,0.4859084154018753,-0.7262638188612783,1,2,0,0,2,2,0
1.5004518863526306,-1.8787975002860327,2.137959593638573,-1.594825162179443,-0.09107502927469283,0.24783488276810162,0.013078867431076835,-0.04890018812929839,-0.22999395954331747,1,2,0,0,2,2,0
0.9589455397765938,-0.4809976380165375,0.22380095906011246,0.7111300237790308,0.647384014513508,0.9105779330917163,-0.17772201995986736,0.0008708030823202373,0.23593309454541755,1,2,0,0,2,2,0
1.0729948795236044,-0.30964282467238147,-0.05882108588680069,0.42699870326738476,-0.3546278406311124,0.5694373170413716,-0.17968902249296914,0.47047149474444866,-0.022894276736282915,1,2,0,0,2,2,0
0.21020903568792026,0.9639829330398666,1.2271331396063354,0.8890082436056232,0.2941432711715262,0.740809321519071,0.44346040176562346,0.09960427326853527,1.3194166429270515,2,1,0,0,3,1,3
0.9989594094199974,0.07884017798338183,0.8505949034210823,-0.1460474224153141,-0.0838726306636202,-0.25908446996626444,-0.31186395644103104,0.7974674468363396,0.2531966208341804,6,1,0,0,3,1,3
1.4285274603076312,-1.4609183781572217,1.6047192398258874,-0.8459463916973432,0.813987822059718,0.5982552046809013,1.22715597718974,-0.5664232255759312,-0.11827787731591621,1,0,0,0,0,2,0
-2.6896377479234026,-2.3226144492025975,0.9992625764379158,-0.31979237468764,-0.5829316552266368,0.5901540778048333,0.030397165458797226,-0.9573879305254926,1.6870313713303076,2,4,0,0,1,3,1
0.9255827235836016,-0.3327970409994523,-0.4644559210018785,-0.22388004057921673,-0.7414820393234085,0.16031217578699808,-1.0110456836301103,-0.42545974810573467,0.2880431132479737,1,0,0,0,6,1,3
1.233802716275265,-0.48390421917570603,0.9107503468998671,-0.07198552063882913,1.2289595980718446,-0.10605979360697027,-0.2599113154308278,0.6756464062435497,0.5031983085717235,1,2,0,0,2,2,0
-0.4554454648654025,0.583121488028719,0.269168670633452,-0.8282627526515646,-1.535856130443725,1.0244206448812143,-1.444468095572111,-0.8059889995717844,-0.2557721145827662,6,1,0,0,3,1,3
-1.7441408520184174,-1.898346575759255,-1.7037013061459545,-1.1167822253187647,-1.0839920118892712,-1.189419146571242,1.056229963081564,-1.3488765759146801,-0.10972381081981197,2,0,0,-1,0,0,3
-2.573331225550242,-0.791277010010252,-0.703247521272814,1.2422497623427544,1.9220930041023543,-0.33680486179383096,-1.172766235820024,0.6628420426154091,-0.9298190665113499,6,4,0,0,1,3,1
0.4101757957908925,0.17256826039781026,-1.315245722617966,-1.1026277859125253,-0.8412552358795039,0.0947495291146585,0.33544988755258104,0.10206302560519787,-0.7033772191072514,5,1,0,0,3,1,3
1.5144703422695838,0.7984642651202314,1.4313912902847936,-0.6997792217797633,-0.42673108448464847,-0.1997838083542567,-0.3771138902259652,1.0817388707003122,0.9694999093458034,6,1,0,0,6,1,3
-5.472230399498652,-0.16916996952181362,-1.628777757429159,-1.2472679398056972,0.21386230497208464,0.8636992088645727,0.07220825797949249,0.9652233183268126,0.5412199855556966,2,4,0,0,1,3,1
-0.9451803941014532,-1.9533654670547533,0.3628907138931582,0.7653698988598667,0.8720952237898644,-1.1611668759678682,0.3948519135467312,-0.005447623013882019,-0.9737998325164949,1,2,0,0,1,2,0
0.6690148030963801,1.0023318004700463,-2.5197718159424474,-0.07417764347085187,-1.8397995980859845,-0.5301752522852384,0.30751705551650055,0.6917189890869733,0.3699834851835897,2,1,0,0,3,1,3
1.3148799414919117,-0.43322294420259266,-0.6745365435202135,1.3614294036939296,-0.46965154931779696,1.273421696607398,-0.2600283882586585,0.07130968484882078,-0.14131916155644794,1,2,0,0,2,2,0
1.543007832812939,-0.49244027813038727,1.2825576248674235,0.3663852106352864,0.4217306118666574,-0.2974361551499689,-0.5171264411587968,2.211036137226742,0.28739112017122126,1,2,0,0,2,2,0
1.8528124265384889,0.5518356828282567,-0.9772797336366503,-0.15235735809583573,-1.339244807887558,0.40640547742536226,-0.16059171334861022,0.44413230478273297,0.8376661551549656,1,1,0,0,6,1,3
0.01434581349682107,-3.3078785062574907,0.6819925955428727,0.6115893225228826,0.4029805096938677,-1.2150896219688054,0.3646636842551591,0.14415417459302915,0.28447865358773694,1,2,0,0,1,2,0
1.1762173652627805,0.08829059705381748,2.2686299478685954,0.07278813543924734,0.3319366364767158,-0.40245036898292985,-0.3503074099686547,0.19091431885474103,0.243977822370685,1,2,0,0,2,2,0
